id,org_id,org_name,name,aka,website,social_media,clli,notes,net_count,ix_count,carrier_count,sales_email,sales_phone,region_continent,created,updated,status,address1,address2,city,country,state,zipcode,latitude,longitude
58,8592,Digital Realty,Digital Realty Frankfurt FRA1-16,Interxion Frankfurt (FRA1-15),https://www.digitalrealty.com/data-centers/frankfurt/gip-park-area-frankfurt-am-main-germany-1,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com/data-centers/frankfurt/gip-park-area-frankfurt-am-main-germany-1'}]",FRNKGE,"Address is for deliveries.

All Interxion data centres in Frankfurt are on the same campus, and it is possible to order standard cross connects between any two data centres on the campus.",604,27,36,sales@digitalrealty.com,+4969401470,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:09Z,ok,Hanauer Landstrasse 298,,Frankfurt,DE,Hessen,60314,50.11967,8.73463
59,98,ITENOS GmbH,ITENOS Frankfurt (FRA1),,https://itenos.de/en/datacenter/data-center-germany/data-center-frankfurt-1/,"[{'service': 'website', 'identifier': 'https://itenos.de/en/datacenter/data-center-germany/data-center-frankfurt-1/'}]",FRNKGE,"The facility is also at Kleyerstrasse 90, 60326 Frankfurt, Germany",62,4,7,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:09Z,ok,Kleyerstrasse 90 / Rebstoeckerstrasse 25-31,,Frankfurt,DE,Hesse,60326,50.099697,8.631763
60,2,"Equinix, Inc.","Equinix FR5 - Frankfurt, KleyerStrasse",,https://www.equinix.com/locations/germany-colocation/frankfurt-data-centers/fr5/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/germany-colocation/frankfurt-data-centers/fr5/'}]",FRNKGE,"Additional connectivity within the metro using [Fibre Connect] (https://www.equinix.com/resources/data-sheets/fiber-connect) is available to the following IBX's:

[Frankfurt FR4] (https://www.peeringdb.com/fac/683)

[Frankfurt FR6] (https://www.peeringdb.com/fac/4704)

[Frankfurt FR7] (https://www.peeringdb.com/fac/74)

[Frankfurt FR8] (https://www.peeringdb.com/fac/11840)",509,34,41,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:09Z,ok,Kleyerstrasse 90,,Frankfurt,DE,,60326,50.09885,8.632004
61,8592,Digital Realty,Digital Realty Amsterdam AMS17,"Formerly known as Telecity AMS1, Interxion Science Park or Amsterdam Data Tower",https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",,"Interxion's data centres in the Science Park Campus (AMS9 and AMS17) are all interconnected with redundant dark fiber. It is possible to connect between any of the data centres with a standard campus cross connect. This includes cross connects to the NIKHEF building.

There is also a pre-installed Metro Connect solution between the Interxion Science Park Campus, the Interxion Schiphol Campus, and Interxion Amstel Business Park. This includes 10G and 100G Managed Wave and Dark Fiber solutions.

There is also a pre-installed DLR Metro Ethernet solution between Interxion Science Park Campus and Interxion De President. This includes 1G and 10G Managed Ethernet.",144,8,16,sales@digitalrealty.com,+31208807700,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:09Z,ok,Science Park 120,,Amsterdam,NL,,1098 XG,52.356353,4.951609
62,2,"Equinix, Inc.","Equinix AM7 - Amsterdam, Kuiperberweg",,https://www.equinix.com/locations/netherlands-colocation/amsterdam-data-centers/am7/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/netherlands-colocation/amsterdam-data-centers/am7/'}]",AMSTNL,"This facility is part of an Equinix Campus with diverse, sub-10km [Campus Cross Connects] (https://www.equinix.com/resources/data-sheets/cross-connects/) available to the following IBX's:

[Amsterdam AM1/AM2] (https://www.peeringdb.com/fac/375)

[Amsterdam AM5] (https://www.peeringdb.com/fac/1236)

[Amsterdam AM11] (https://www.peeringdb.com/fac/1222)

Additional connectivity within the metro using [Fibre Connect] (https://www.equinix.com/resources/data-sheets/fiber-connect) is available to the following IBX's:

[Amsterdam AM3] (https://www.peeringdb.com/fac/1320)

[Amsterdam AM4] (https://www.peeringdb.com/fac/4627)

[Amsterdam AM6] (https://www.peeringdb.com/fac/2906)",214,13,25,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:09Z,ok,Kuiperbergweg 13,,Amsterdam,NL,,1101 AE,52.303078,4.938009
63,77,Global Switch,Global Switch Amsterdam,,https://www.globalswitch.com/locations/amsterdam,"[{'service': 'website', 'identifier': 'https://www.globalswitch.com/locations/amsterdam'}]",AMSTNL,,96,6,12,salesamsterdam@globalswitch.com,+31206666300,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:09Z,ok,Johan Huizingalaan 759,,Amsterdam,NL,,1066 VH,52.343984,4.828711
64,8592,Digital Realty,"Digital Realty Amsterdam AMS3, AMS5-8, AMS10",fka: Interxion,https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",AMSTNL,"Digital Realty's data centers in the Schiphol Campus (AMS3, 5, 6, 7, 8 and 10) are all interconnected with redundant dark fiber. It is possible to connect between any of the data centers with a standard campus cross connect.

There is also a pre-installed Metro Connect solution between the Digital Realty Schiphol Campus, the Digital Realty Science Park Campus, and Digital Realty Amstel Business Park. This includes 10G and 100G Managed Wave and Dark Fiber solutions.",118,4,13,sales@digitalrealty.com,+31208807700,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:09Z,ok,Cessnalaan 1,,Amsterdam,NL,,1119 NJ,52.28415,4.770855
66,106,University of Vienna,Vienna University Computer Center (Wien),,http://zid.univie.ac.at,[],,,25,1,3,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:10Z,ok,Universitaetsstrasse 7,,Vienna,AT,,1010,48.214151,16.357784
67,8592,Digital Realty,Digital Realty Vienna VIE1-2,"Interxion Vienna (VIE1, VIE2)",https://www.interxion.com/,"[{'service': 'website', 'identifier': 'https://www.interxion.com/'}]",,"Interxion data centres in Vienna are on the same campus, and it is possible to order standard cross connects between the two data centres on the campus.",187,10,13,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:10Z,ok,Louis-Haefliger-Gasse 10,,Vienna,AT,,1210,48.269027,16.410613
68,8592,Digital Realty,Digital Realty Brussels BRU1,Interxion BRU1,https://www.digitalrealty.com/data-centers/brussels/wezembeekstraat-2-bus-1-zaventem-belgium,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com/data-centers/brussels/wezembeekstraat-2-bus-1-zaventem-belgium'}]",,,103,5,8,sales@digitalrealty.com,+31208807700,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:10Z,ok,Wezenbeekstraat 2,Zaventem,Brussels,BE,,1930,50.870502,4.476941
72,2,"Equinix, Inc.","Equinix PA7 - Paris, Energy Park",,https://www.equinix.com/locations/france-colocation/paris-data-centers/pa7/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/france-colocation/paris-data-centers/pa7/'}]",PARSFR,Formerly Telecity Par2.,48,2,6,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:10Z,ok,130-136 Boulevard de Verdun,Energy Park 9,Paris,FR,,92413,48.904891,2.259202
73,2,"Equinix, Inc.","Equinix PA5 - Paris, Victor Hugo",,https://www.equinix.com/locations/france-colocation/paris-data-centers/pa5/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/france-colocation/paris-data-centers/pa5/'}]",PARSFR,"This facility is part of an Equinix Campus with diverse, sub-10km [Campus Cross Connects] (https://www.equinix.com/resources/data-sheets/cross-connects/) available to the following IBX's:

[Paris PA6] (https://www.peeringdb.com/fac/842)

Additional connectivity within the metro using [Fibre Connect] (https://www.equinix.com/resources/data-sheets/fiber-connect) is available to the following IBX's:

[Paris PA2] (https://www.peeringdb.com/fac/306)

[Paris PA3] (https://www.peeringdb.com/fac/717)

[Paris PA4] (https://www.peeringdb.com/fac/1244)",55,1,5,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:10Z,ok,45 Avenue Victor Hugo,Aubervilliers,Paris,FR,,93534,48.90407,2.369221
74,2,"Equinix, Inc.","Equinix FR7 - Frankfurt, Gutleutstrasse",,https://www.equinix.com/locations/germany-colocation/frankfurt-data-centers/fr7/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/germany-colocation/frankfurt-data-centers/fr7/'}]",FRNKGE,"Additional connectivity within the metro using [Fibre Connect] (https://www.equinix.com/resources/data-sheets/fiber-connect) is available to the following IBX's:

[Frankfurt FR4] (https://www.peeringdb.com/fac/683)

[Frankfurt FR5] (https://www.peeringdb.com/fac/60)

[Frankfurt FR6] (https://www.peeringdb.com/fac/4704)

[Frankfurt FR8] (https://www.peeringdb.com/fac/11840)",143,12,14,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:10Z,ok,Gutleutstrasse 310,Frankfurt am Main,Frankfurt,DE,,60327,50.096869,8.644169
75,8592,Digital Realty,Digital Realty Paris PAR2,Interxion Paris 2 (Aubervilliers),https://www.digitalrealty.com/data-centers/paris/20-bis-rue-de-gardinoux-aubervilliers-paris-france,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com/data-centers/paris/20-bis-rue-de-gardinoux-aubervilliers-paris-france'}]",,,52,1,5,sales@digitalrealty.com,+33153563610,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:11Z,ok,20 Rue des Gardinoux,Aubervilliers,Paris,FR,,93300,48.906617,2.370417
76,2,"Equinix, Inc.","Equinix MA1 - Manchester, Williams/Kilburn",,https://www.equinix.com/locations/united-kingdom-colocation/manchester-data-centers/ma1/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/united-kingdom-colocation/manchester-data-centers/ma1/'}]",,"This facility is part of an Equinix Campus with diverse, sub-10km [Campus Cross Connects] (https://www.equinix.com/resources/data-sheets/cross-connects/) available to the following IBX's:

[Manchester MA4] (https://peeringdb.com/fac/2907)",114,2,4,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:11Z,ok,Manchester Science Park,Lloyd Street North,Manchester,GB,,M15 6SE,53.463112,-2.236869
78,39121,Lunar Digital Solutions Limited,"Reynolds House, Manchester",Lunar 1 and Lunar 2,https://www.lunardigital.co.uk/,"[{'service': 'website', 'identifier': 'https://www.lunardigital.co.uk/'}]",,"Reynolds House is now operated by Lunar Digital:

https://lunardigital.co.uk/acquisition-ma2-reynolds-house-equinix/",39,1,3,sales@lunardigital.co.uk,+443305551550,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:11Z,ok,Reynolds House,4 Archway,Manchester,GB,Manchester,M15 5RL,53.464393,-2.247633
79,8592,Digital Realty,Digital Realty London LHR21,Interxion London (Sovereign House North),https://www.digitalrealty.com/data-centers/london/sovereign-north-215-marsh-wall,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com/data-centers/london/sovereign-north-215-marsh-wall'}]",,"fka: Telecity LON4
fka: Memaco House

Interxion's data centres in the Docklands Campus (Sovereign House, Sovereign House North and Cloud House) are all interconnected with redundant dark fibre. It is possible to connect between any of the data centres with a standard cross connect.

There is also a pre-installed Metro Connect solution connecting to Interxion's City campus (LON1, LON2, LON3 and Oliver's Yard) providing redundant dark fibre and 10G and 100G connections between the campuses.",26,3,1,sales@digitalrealty.com,+442079549100,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:11Z,ok,"Memaco House, Meridian Gate",215 Marsh Wall,London,GB,,E14 9FJ,51.500621,-0.011758
80,2,"Equinix, Inc.","Equinix AM8 - Amsterdam, Gyroscoopweg",,https://www.equinix.com/locations/netherlands-colocation/amsterdam-data-centers/am8/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/netherlands-colocation/amsterdam-data-centers/am8/'}]",AMSTNL,,28,7,6,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:11Z,ok,Gyroscoopweg 2E & 2F,,Amsterdam,NL,,1042 AB,52.396814,4.838579
81,8592,Digital Realty,Digital Realty Zurich ZUR1,Interxion Zurich / Glattbrugg,https://www.digitalrealty.com/data-centers/zurich/sagereistrasse-35-glattbrugg-zurich-switzerland,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com/data-centers/zurich/sagereistrasse-35-glattbrugg-zurich-switzerland'}]",,,127,5,10,sales@digitalrealty.com,+41445623000,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:11Z,ok,Sägereistrasse 35,,Glattbrugg,CH,Zürich,8152,47.432702,8.557273
83,2,"Equinix, Inc.",Equinix ZH2 - Zurich,,https://www.equinix.com/locations/switzerland-colocation/zurich-data-centers/zh2/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/switzerland-colocation/zurich-data-centers/zh2/'}]",,"This facility is part of an Equinix Campus with diverse, sub-10km [Campus Cross Connects] (https://www.equinix.com/resources/data-sheets/cross-connects/) available to the following IBX's:

[Zurich ZH4] (https://www.peeringdb.com/fac/833)

[Zurich ZH5] (https://www.peeringdb.com/fac/1515)",48,6,5,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:11Z,ok,Josefstrasse 225,,Zurich,CH,ZH,8005,47.387749,8.520255
91,118,Colt Technology Services Group,COLT DC London,,https://www.colt.net,[],,,7,0,2,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:12Z,ok,"Welwyn Garden City, 20 Black Fan Road",,London,GB,,AL7 1QA,51.799899,-0.183762
97,19800,AtlasEdge,AtlasEdge DC Milan LIN001,,https://atlasedge.com/data-centres/milan/,"[{'service': 'website', 'identifier': 'https://atlasedge.com/data-centres/milan/'}]",,,4,0,0,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:12Z,ok,Via Lancetti 23,,Milan,IT,,20159,45.49538,9.17865
101,154,LAN Services AG,LAN Services AG - Communication Center cc.ch,,,[],,,0,0,0,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:12Z,ok,Chipotstrasse 15,,Biel/Bienne,CH,,2503,47.130774,7.241053
104,8592,Digital Realty,Digital Realty Amsterdam AMS9,"Formerly Vancis / SARA, Interxion",https://www.digitalrealty.com/data-centers/amsterdam/science-park-121-schiphol-rijk-netherlands,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com/data-centers/amsterdam/science-park-121-schiphol-rijk-netherlands'}]",AMSTNL,"Interxion's data centres in the Science Park Campus (AMS9 and AMS17) are all interconnected with redundant dark fiber. It is possible to connect between any of the data centres with a standard campus cross connect. This includes cross connects to the NIKHEF building.

There is also a pre-installed Metro Connect solution between the Interxion Science Park Campus, the Interxion Schiphol Campus, and Interxion Amstel Business Park. This includes 10G and 100G Managed Wave and Dark Fiber solutions.",147,11,22,sales@digitalrealty.com,+31208807700,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:13Z,ok,Science Park 121,,Amsterdam,NL,,1098 XG,52.356671,4.952501
106,8592,Digital Realty,Digital Realty Dusseldorf DUS1-2,"Interxion Dusseldorf (DUS1, DUS2)",https://www.digitalrealty.com/data-centers/dusseldorf/in-der-steele-25-27a-dusseldorf-germany,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com/data-centers/dusseldorf/in-der-steele-25-27a-dusseldorf-germany'}]",,,132,4,13,sales@digitalrealty.com,+4921174966700,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:13Z,ok,In der Steele 29,,Düsseldorf,DE,Nordrhein-Westfalen,D-40599,51.18827,6.86722
108,7,Telehouse - Global Data Centers,Telehouse - Frankfurt,,http://www.telehouse-rechenzentrum.de,"[{'service': 'website', 'identifier': 'http://www.telehouse-rechenzentrum.de'}]",FRNKGE,,79,5,7,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:13Z,ok,Kleyerstrasse 75-87,,Frankfurt,DE,,60326,50.096962,8.630057
109,8735,EdgeConneX Inc.,EdgeConneX Munich (EDCMUC01),,http://www.edgeconnex.com,"[{'service': 'website', 'identifier': 'http://www.edgeconnex.com'}]",,**fka Cable & Wireless Munich**,35,2,6,info@edgeconnex.com,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:13Z,ok,Landsberger Str. 155,,Munich,DE,,80687,48.139859,11.526173
110,171,BIT BV,BIT-1,BIT-1,http://www.bit.nl/,"[{'service': 'linkedin', 'identifier': 'bitnl'}, {'service': 'website', 'identifier': 'http://www.bit.nl/'}]",,,11,1,5,sales@bit.nl,+31318648688,Europe,2010-07-29T00:00:00Z,2025-12-23T12:55:44Z,ok,Kelvinstraat 63,,Ede,NL,,6716 BV,52.030762,5.624974
111,174,ColoCenter FrankfurtRheinMain GmbH,ColoCenter Frankfurt,,http://www.colocenter.de/,"[{'service': 'website', 'identifier': 'http://www.colocenter.de/'}]",,,1,0,0,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:14Z,ok,Schwalbacher Strasse 60,,Frankfurt,DE,,65760,50.103483,8.636254
112,118,Colt Technology Services Group,Level(3) Paris (Le Capitole),,https://www.colt.net,[],,,12,0,3,,,Europe,2010-07-29T00:00:00Z,2025-10-03T00:05:11Z,ok,55 Avenue des Champs Pierreux,,Paris,FR,,92000,48.887694,2.21513
117,178,TAS France,TAS Sophia,,,[],,,2,0,0,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:14Z,ok,World Trade Center 1 - B7,"1300 route des Cretes, Sophia Antipolis",Antibes,FR,,06560,43.628052,7.038047
118,2,"Equinix, Inc.",Equinix EN1 - Enschede,,http://www.equinix.com,"[{'service': 'website', 'identifier': 'http://www.equinix.com'}]",,,25,3,4,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:14Z,ok,Auke Vleerstraat 1,,Enschede,NL,OV,7521 PE,52.236979,6.84964
119,8592,Digital Realty,Digital Realty Frankfurt FRA28,Interxion Frankfurt (Lyoner Strasse),https://www.digitalrealty.com/data-centers/frankfurt/lyoner-str-28-frankfurt,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com/data-centers/frankfurt/lyoner-str-28-frankfurt'}]",,"fka: Digital Realty FRA11
fka: Telecity FRA2
fka: Redbus Interhouse",20,2,4,sales@digitalrealty.com,+4969401470,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:14Z,ok,Lyoner Strasse 28,,Frankfurt,DE,Hessia,60528,50.081709,8.623156
121,136,Asociación ESpanix,Espanix Datacenter,,https://www.espanix.net/,"[{'service': 'website', 'identifier': 'https://www.espanix.net/'}]",,,41,6,4,admision@espanix.net,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:15Z,ok,Mesena 80,,Madrid,ES,Madrid,28033,40.466022,-3.660963
122,2,"Equinix, Inc.",Equinix BA1 - Barcelona,,https://www.equinix.com/locations/spain-colocation/barcelona-data-centers/ba1/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/spain-colocation/barcelona-data-centers/ba1/'}]",,formerly ITconic Barcelona,73,3,5,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:15Z,ok,Carrer de l'Acer 30-32,,Barcelona,ES,,08038,41.351557,2.137457
126,2,"Equinix, Inc.",Equinix LS1 - Lisbon,,https://www.equinix.com/locations/portugal-colocation/lisbon-data-centers/ls1/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/portugal-colocation/lisbon-data-centers/ls1/'}]",,Formerly ITconic Lisbon.,79,5,7,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:15Z,ok,Avenida Severiano Falcão 14,2685-378 Prior Velho,Lisbon,PT,,2685,38.787919,-9.123454
127,2,"Equinix, Inc.",Equinix MD2 - Madrid,,https://www.equinix.com/locations/spain-colocation/madrid-data-centers/md2/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/spain-colocation/madrid-data-centers/md2/'}]",,Formerly ITconic Madrid-2.,83,7,11,,,Europe,2010-07-29T00:00:00Z,2025-09-26T22:42:15Z,ok,Calle Valgrande 6,,Alcobendas,ES,Madrid,28108,40.536855,-3.648584
